Dialogue,Manipulative
"Person1: Jeanne, listen to me very carefully. We are all men of faith, and we shall earnestly strive for the salvation of both your soul and body as though it were our own.  We do so in the name of our Holy Mother Church, who never closes her arms to those who would return to her.  But we cannot help you unless you submit to our learned judgment and authority.  Take heed of this charitable admonition, for if you persist in refusing our help, then we shall have no choice but to abandon you to the secular powers, and I think you know well enough the punishment that would await you.  So now... will you please recite Our Lord's Prayer?
Person2: Not unless you hear my confession.",1
"Person1: Hi.
Person2: I'd prefer it if you didn't speak to me.
Person1: I...
Person2: ...you know, there's nothing you could say, that could possibly make a difference, so, why don't you just save your breath.",0
"Person1: I'd never ask you for money, you know that. I don't even like talking about it - money, favors - I find it very awkward, it makes me very uncomfortable -
Person2: No, look.  It's the others.  They're the ones causing these delays.
Person1: What others?
Person2: Whoever.  They're the ones.  They'd appreciate some kind of gesture from me.",0
"Person1: You ain't gonna make a fuss, are you?  Nothing a man can do when a woman make up her mind.
Person2: I never laid a hand on her in anger. Not a day. Not even when I's drinkin'. But this business got me wonderin' what a good shake and slap would do for her.
Person1: That kind of talk is between us. Don't you go in there with that shit on your tongue.
Person2: I didn't start this, R.L.",1
"Person1: This ain't gonna work.
Person2: Rae...
Person1: I don't see why we gotta lie 'bout it when you and I know this ain't gonna work.
Person2: Rae don't do this now...
Person1: It's stupid... It's so stupid!
Person2: Rae!",1
"Person1: You tell those guys they'll have to do one helluva lot better than that before I'll even say 'hi' to them.
Person2: Well, that's the State's offer. If you plead to possession and tell L.A.P.D. what they want to know, your bond will be set at one-thousand dollars. If you don't, L.A.P.D. will request one at twenty-five thousand based on your prior record and risk of flight. If you don't post it or don't know anyone who can, you'll spend six to eight weeks in County before your arraignment comes up.
Person1: Who's side are you on?
Person2: I beg your pardon?
Person1: What if I plead guilty?
Person2: And cooperate? You might get probation.
Person1: If I don't cooperate?
Person2: With the prior? You could get anywhere from a year to five depending on the judge. You want to think about it? You got two minutes before we're up.",0
"Person1: Henry, what exactly are these crazed gunmen demanding?
Person2: Th-they want t-twenty-f-five million dollars cash--or Chemco will be destroyed.
Person1: Twenty-five-million!  And what will they do if the money isn't delivered?
Person2: Th-th-they'll kill one hostage every hour until it is--
Person1: Does that include Helen Filmore, United States congresswoman?
Person2: Y-yes--
Person1: Uh-oh!  Do you know if the demands are being taken seriously at this point, or does Washington think these people are just a bunch of crazy fools playing games?
Person2: Well, I-I hope that--that--
Person1: Times up!",0
"Person1: How did you break into my office, Deborah? Ladies of your standing dont learn to pick locks between shopping trips.  Come on, Deborah! Acting dumb doesnt suit you! Who knew Id found dirt on your brother, huh? Who knew it was in an envelope? Taking me for dead, whod want to make sure it didnt fall into the wrong hands?
Person2: Youre mad...
Person1: Ive had a long and unpleasant day. Im tired and Im angry. But mad? Not yet.  I paid Leons boy a visit this morning. Found him alive and well. Why havent you told your husband where he is since reading my note, eh?
Person2: Why... I dont know what youre talking about.
Person1: You know hed have had him killed, dont you? Does a conscience still burn somewhere inside your sore mind, Deborah? Or is it just cold expediency? Could the boy perhaps come in useful when and if the day ever comes for you to face up to the man you married?
Person2: Have you finished?
Person1: When did you learn about his taste for kids, huh? On your honeymoon? Or was it later, when bitterness set in and you turned against your beloved but weak little brother? How did you find out? Did he confess? Try to convert you perhaps? Or was it womans intuition? Or just the way he treated you?",1
"Person1: I didn't mean --
Person2: Am I on glue, or did I not get into the same law school you did, Warner?
Person1: Well, yeah, but --
Person2: But what? We took the same LSAT, we take the same classes --
Person1: I just don't want to see you get your hopes up. You know how you get.",1
"Person1: What's happening to you? What happened to your face?
Person2: I don't know.
Person1: What do you mean?... You've been acting strange lately... Like the other night.
Person2: What night?
Person1: Last time I saw you.
Person2: I don't remember... What happened that night?
Person1: You sure weren't acting like the Pete Dayton I've always known.
Person2: Whatiya mean?
Person1: You were acting like a different person.",0
"Person1: I could fight you on this.
Person2: You could.  But, if I leave without your signature, this agreement begins to disintegrate; benefits shrink, options narrow, compensations shrivel.",1
"Person1: Are you two all right? Did you see that!? They left! We made it! I think we made it!
Person2: They'll be back.
Person1: Oh, come on! Can't you be happy for one split second? They're gone!",1
"Person1: ...Just a second here, I'll give you a receipt on the, uh... Whoa, Nellie... Oh, by the way, we didn't talk about this, I, uh, I think I'm gonna call the place Tolliver's, after me, you know, I didn't think you were much interested in, uh--
Person2: That'll be fine.
Person1: Yeah, good. Lemme just, uh...",0
"Person1: They won't come anyway.
Person2: What do you mean, they won't come?
Person1: Why would they?
Person2: Because!  Because I've always been faithful to God, and I've followed everything he said... and I've done everything he asked me...
Person1: God asked you to do something?
Person2: Yes... lots of things!
Person1: You mean God said, ""I need you, Jeanne?""
Person2: No, but... he sent me so many signs!
Person1: What signs?
Person2: Like... like the wind... and the clouds... and... the bells... and what about that sword lying in the field... that was a sign...!
Person1: No.  That was a sword in a field.
Person2: But... it didn't just get there by itself.
Person1: True -- every event has an infinite number of causes -- but why pick one rather than another?  There are many ways a sword might find itself in a field...",1
"Person1: What are you doing?  You're going to kill us!
Person2: No.  If anyone dies from a crash now, it'll be me.  But I can't die if Eugene and Isabella are still alive.  I'm last on Death's list.
Person1: Are you crazy?  What makes you think you'd survive?
Person2: What happened when Eugene tried to kill himself out of turn?
Person1: Six duds in a row.
Person2: And when it was Rory's turn to die, and Thomas was in the way?",1
"Person1: Who's going to do it?
Person2: I thought we all were.
Person1: I don't thinkI can.
Person2: But you're a doctor. You kill people every day.
Person1: I don't want to. It's different.
Person2: And now you tell me.",1
"Person1: Having fun yet?  No?  I'll give you a hint.  Remember whatshername?
Person2: Shelly?
Person1: Miss her?
Person2: Yes.
Person1: Kill the men who killed you both, and the Day of the Dead will be your reunion.",1
"Person1: You've been without water for a whole day. Let's see how thirsty you get in a week.
Person2: You vicious--
Person1: Careful, don't make me angry. I start fires when I'm angry.",1
"Person1: Take this, Joey.  It's my last few bucks. You'll need a hot meal when you get there.
Person2: We've spent everything on these operations.  Is it really worth it?  We've pawned your mother's wedding ring.  The kids have no winter clothes...
Person1: Joey, what's more important, the kids' clothes or your sexual potency.
Person2: I don't want to hear that word!
Person1: Okay, Joey.  The Doc says you gotta relax. This hospital in Des Moines is the best sex clinic in the country.
Person2: All right.  Here.
Person1: What...?",1
